Authors,Title,Year,Source,,
"Habas, C; Cabanis, E.A.",Cortical projections to the human red nucleus: A diffusion tensor tractography study with a 1.5-T MRI machine,2006,Neuroradiology,,
"Corouge, I; Fletcher, P.T; Joshi, S; Gouttard, S; Gerig, G.",Fiber tract-oriented statistics for quantitative diffusion tensor MRI analysis,2006,Medical Image Analysis,,
"Zhang, H; Yushkevich, P.A; Alexander, D.C; Gee, J.C.",Deformable registration of diffusion tensor MR images with explicit orientation optimization,2006,Medical Image Analysis,,
"Sagduyu, A; Sirin, H; Mulayim, S; Bademkiran, F; Yunten, N; Kitis, O; ’öalli, C; Dalbasti, T; Kumral, E.",Cerebral cortical and deep venous thrombosis without sinus thrombosis: Clinical MRI correlates,2006,Acta Neurologica Scandinavica,,
"Shepherd, T.M; ’_zarslan, E; King, M.A; Mareci, T.H; Blackband, S.J.",Structural insights from high-resolution diffusion tensor imaging and tractography of the isolated rat hippocampus,2006,NeuroImage,,
"Sun, B; Giddens, D.P; Long Jr; R; Taylor, W.R; Weiss, D; Joseph, G; Vega, D; Oshinski, J.N.",Characterization of coronary atherosclerotic plaque using multicontrast MRI acquired under simulated in vivo conditions,2006,Journal of Magnetic Resonance Imaging,,
"Cotton, F; Ongolo-Zogo, P; Louis-Tisserand, G; Streichenberger, N; Hermier, M; Jouvet, A; Hlaihel, C; Jouanneau, E; Salles, G; Froment, J.C.",Diffusion and perfusion MR imagine in cerebral lymphomas | IRM de diffusion-perfusion dans l'’©valuation des lymphomes c’©r’©braux,2006,Journal of Neuroradiology,,
"Goldberg-Zimring, D; Warfield, S.K.",Novel image processing techniques to better understand white matter disruption in multiple sclerosis,2006,Autoimmunity Reviews,,
"Hamon, M; Oppenheim, C; Guarnieri, G; Charbonneau, F; M’©der, J.-F.",Value of magnetic resonance imaging for assessing the risk/benefit ratio of thrombolysis in the acute phase of cerebral infarction | Int’©r’ét de l'IRM c’©r’©brale pour ’©valuer le rapport b’©n’©fice/risque de la fibrinolyse en phase aigu’â de l'infarctus c’©r’©bral,2006,Sang Thrombose Vaisseaux,,
"Henninger, N; K’_ppers-Tiedt, L; Sicard, K.M; G’_nther, A; Schneider, D; Schwab, S.",Neuroprotective effect of hyperbaric oxygen therapy monitored by MR-imaging after embolic stroke in rats,2006,Experimental Neurology,,
"Sicard, K.M; Henninger, N; Fisher, M; Duong, T.Q; Ferris, C.F.","Long-term changes of functional MRI-based brain function, behavioral status, and histopathology after transient focal cerebral ischemia in rats",2006,Stroke,,
"Holden, A.V; Aslanidi, O.V; Benson, A.P; Clayton, R.H; Halley, G; Li, P; Tong, W.C.",The virtual ventricular wall: A tool for exploring cardiac propagation and arrhythmogenesis,2006,Journal of Biological Physics,,
"Hansen, B; Vestergaard-Poulsen, P.",Mapping the parameter space of a T2-dependent model of water diffusion MR in brain tissue,2006,Magnetic Resonance Imaging,,
"Rovaris, M; Judica, E; Gallo, A; Benedetti, B; Sormani, M.P; Caputo, D; Ghezzi, A; Montanari, E; Bertolotto, A; Mancardi, G; Bergamaschi, R; Martinelli, V; Comi, G; Filippi, M.",Grey matter damage predicts the evolution of primary progressive multiple sclerosis at 5 years,2006,Brain,,
"Shi, R.-H; Zhai, R.-Y; Qian, X.-J; Lu, W.-H; Gu, H.",Study of diffusion tensor imaging in brain ringlike-enhanced lesions,2006,Chinese Journal of Radiology,,
"Ishihara, K; Sugie, M; Shiota, J.-I; Kawamura, M; Kitamoto, T; Nakano, I.",Severe cortical involvement in MV2 Creutzfeldt-Jakob disease: An autopsy case report,2006,Neuropathology,,
"Nicoletti, G; Lodi, R; Condino, F; Tonon, C; Fera, F; Malucelli, E; Manners, D; Zappia, M; Morgante, L; Barone, P; Barbiroli, B; Quattrone, A.",Apparent diffusion coefficient measurements of the middle cerebellar peduncle differentiate the Parkinson variant of MSA from Parkinson's disease and progressive supranuclear palsy,2006,Brain,,
"Lenglet, C; Rousson, M; Deriche, R; Faugeras, O.",Statistics on the manifold of multivariate normal distributions: Theory and application to diffusion tensor MRI processing,2006,Journal of Mathematical Imaging and Vision,,
"Sun, X.-J; Dai, J.-P; Gao, P.-Y; Li, S.-W; Pang, R.-L; Ai, L; Chen, H.-Y; Tian, S.-Y.",The value of 3 T MR diffusion tensor fiber tractography study of association fasciculus of normative human in vivo primarily,2006,Chinese Journal of Radiology,,
"Yushmanov, V.E; Kharlamov, A; Simplaceanu, E; Williams, D.S; Jones, S.C.",Differences between arterial occlusive and cortical photothrombosis stroke models with magnetic resonance imaging and microtubule-associated protein-2 immunoreactivity,2006,Magnetic Resonance Imaging,,
"Shigeno, K; Sumura, M; Yoneda, T; Urakami, S; Shiina, H; Igawa, M; Yoshizako, T; Kitagaki, H; Kajitani, T; Hara, S.",Usefulness of diffusion-weighted imaging for detecting prostate cancer,2006,Nishinihon Journal of Urology,,
"Wen, G.-Q; Liao, X.-P; Chen, T; Wang, B.-Y; Ouyang, F; Long, Z.-G; Li, J.-J; Li, C.-Z; Deng, Y.-D; He, X.-Y.",Diagnostic value of diffusion tensor magnetic resonance imaging in patients with cerebral infarction,2006,Chinese Journal of Cerebrovascular Diseases,,
"Hagmann, P; Cammoun, L; Martuzzi, R; Maeder, P; Clarke, S; Thiran, J.-P; Meuli, R.",Hand preference and sex shape the architecture of language networks,2006,Human Brain Mapping,,
"Davis, D.P; Robertson, T; Imbesi, S.G.",Diffusion-weighted magnetic resonance imaging versus computed tomography in the diagnosis of acute ischemic stroke,2006,Journal of Emergency Medicine,,
"Donnan, G.A; Davis, S.M.",Proof-of-principle phase II MRI studies in stroke: Sample size estimates from dichotomous and continuous data,2006,Stroke,,
"Salmenpera, T.M; Simister, R.J; Bartlett, P; Symms, M.R; Boulby, P.A; Free, S.L; Barker, G.J; Duncan, J.S.",High-resolution diffusion tensor imaging of the hippocampus in temporal lobe epilepsy,2006,Epilepsy Research,,
"Rose, S.E; McMahon, K.L; Janke, A.L; O'Dowd, B; De Zubicaray, G; Strudwick, M.W; Chalk, J.B.",Diffusion indices on magnetic resonance imaging and neuropsychological performance in amnestic mild cognitive impairment,2006,"Journal of Neurology, Neurosurgery and Psychiatry",,
"Niessen, H.G; Angenstein, F; Sander, K; Kunz, W.S; Teuchert, M; Ludolph, A.C; Heinze, H.-J; Scheich, H; Vielhaber, S.",In vivo quantification of spinal and bulbar motor neuron degeneration in the G93A-SOD1 transgenic mouse model of ALS by T2 relaxation time and apparent diffusion coefficient,2006,Experimental Neurology,,
"Taheri, S; Sood, R.",Kalman filtering for reliable estimation of BBB permeability,2006,Magnetic Resonance Imaging,,
"Trampel, R; Jensen, J.H; Lee, R.F; Kamenetskiy, I; McGuinness, G; Johnson, G.",Diffusional kurtosis imaging in the lung using hyperpolarized 3He,2006,Magnetic Resonance in Medicine,,
"Burstein, D.",MRI for development of disease-modifying osteoarthritis drugs,2006,NMR in Biomedicine,,
"Praveen, K.S; Sinha, S; Chandrasekhar, H.S; Vijayan, J; Taly, A.B.",Sporadic onset Creutzfeldt-Jacob disease: Interesting MRI observations,2006,Neurology India,,
"Alkan, A; Sigirci, A; Kutlu, R; Doganay, S; Erdem, G; Yakinci, C.",Giant axonal neuropathy: Diffusion-weighted imaging features of the brain,2006,Journal of Child Neurology,,
"Weber, B; Fliessbach, K; Elger, C.E.",Highly functional ipsilateral motor control after extensive left hemispheric damage during gestation,2006,Neurocase,,
"Shook, S.J; Gupta, R; Vora, N.A; Tievsky, A.L; Katzan, I; Krieger, D.W.",Statin use is independently associated with smaller infarct volume in nonlacunar MCA territory stroke,2006,Journal of Neuroimaging,,
"Lomban, E; Bonneville, F; Karachi, C; Abdennour, L; Dormont, D; Chiras, J.","Massive stroke in a patient with pituitary apoplexy, cervical carotid artery stenosis and hypotension",2006,Journal of Neuroradiology,,
"Windle, V; Szymanska, A; Granter-Button, S; White, C; Buist, R; Peeling, J; Corbett, D.",An analysis of four different methods of producing focal cerebral ischemia with endothelin-1 in the rat,2006,Experimental Neurology,,
"Karpie, J.C; Chu, C.R.",Imaging of Articular Cartilage,2006,Operative Techniques in Orthopaedics,,
"Miura, F; Takada, T; Amano, H; Yoshida, M; Furui, S; Takeshita, K.",Diagnosis of pancreatic cancer,2006,HPB,,
"Niinim’_ki, J.L; Parviainen, O; Ruohonen, J; Ojala, R.O; Kurunlahti, M; Karppinen, J; Tervonen, O; Nieminen, M.T.",In vivo quantification of delayed gadolinium enhancement in the nucleus pulposus of human intervertebral disc,2006,Journal of Magnetic Resonance Imaging,,
"Liu, Y.-T; Fuh, J.-L; Lirng, J.-F; Li, A.F.-Y; Ho, D.M.-T; Wang, S.-J.",Correlation of magnetic resonance images with neuropathology in acute Wernicke's encephalopathy,2006,Clinical Neurology and Neurosurgery,,
"Moreno Izco, F; Arriola Larrarte, L.",Neuroimaging in the diagnosis of human transmissible spongiform encephalopathies | Neuroimagen en el diagn’_stico de las encefalopat’_as espongiformes transmisibles humanas,2006,Neurologia,,
"De Lucas, E.M; Mandly, G.A; Guti’©rrez, A; S’çnchez, E; Arn’çiz, J; Piedra, T; Rodr’_guez, E; D’_ez, C.",Computed tomography perfusion usefulness in early imaging diagnosis of herpes simplex virus encephalitis,2006,Acta Radiologica,,
"Alsaileek, A; Tepe, S.M; Alveraz, L; Miller, D.V; Tajik, J; Breen, J.","Diagnostic features of cardiac hemangioma on cardiovascular magnetic resonance, a case report",2006,International Journal of Cardiovascular Imaging,,
"Ovbiagele, B; Saver, J.L; Sanossian, N; Salamon, N; Villablanca, P; Alger, J.R; Razinia, T; Kim, D; Liebeskind, D.S.",Predictors of cerebral microbleeds in acute ischemic stroke and TIA patients,2006,Cerebrovascular Diseases,,
"Coles, J.P.",Imaging of cerebral blood flow and metabolism,2006,Current Opinion in Anaesthesiology,,
"Gim’©nez, M; Junqu’©, C; Narberhaus, A; Bargall’_, N; Botet, F; Mercader, J.M.",White matter volume and concentration reductions in adolescents with history of very preterm birth: A voxel-based morphometry study,2006,NeuroImage,,
"Sinclair, A.J; Barling, L; Nightingale, S.",Recurrent dystonia in homocystinuria: A metabolic pathogenesis,2006,Movement Disorders,,
"Daniels, C; Peller, M; Wolff, S; Alfke, K; Witt, K; Gaser, C; Jansen, O; Siebner, H.R; Deuschl, G.",Voxel-based morphometry shows no decreases in cerebellar gray matter volume in essential tremor,2006,Neurology,,
"Abo-Al Hassan, A; Ismail, M; Panda, S.M.",Pre-operative endovascular embolization of a cerebellar haemangioblastoma: A case report,2006,Medical Principles and Practice,,
"Amicuzi, I; Stortini, M; Petrarca, M; Di Giulio, P; Di Rosa, G; Fariello, G; Longo, D; Cannat’_, V; Genovese, E; Castelli, E.",Visual recognition and visually guided action after early bilateral lesion of occipital cortex: A behavioral study of a 4.6-year-old girl,2006,Neurocase,,
"Coenen, V.A; Fromm, C; Kronenb’_rger, M; Rohde, I; Reinacher, P.C; Becker, R; Marks, B; Gilsbach, J.M; Rohde, V.",Electrophysiological proof of diffusion-weighted imaging-derived depiction of the deep-seated pyramidal tract in human,2006,Zentralblatt fur Neurochirurgie,,
"Wang, H.-Y; Zhao, B; Wang, G.-B.",Visualizing white matter fiber structure in human brain using diffusion tensor imaging,2006,Chinese Journal of Medical Imaging Technology,,
"Jia, F.-C; Chen, S.-P; Tao, D.-C.",Application of image information fusion in modern neurosurgery,2006,Chinese Journal of Medical Imaging Technology,,
"Li, Z.X; Dai, J.P; Jiang, T; Li, S.W; Sun, Y.L; Liang, X.L; Gao, P.Y.",Function magnetic resonance imaging and diffusion tensor tractography in patients with brain gliomas involving motor areas: clinical application and outcome,2006,Zhonghua wai ke za zhi [Chinese journal of surgery],,
"Sullivan, S.P; Gladden, L.F; Johns, M.L.",3D chemical reactor LB simulations,2006,Mathematics and Computers in Simulation,,
"Mori, S; Zhang, J.",Principles of Diffusion Tensor Imaging and Its Applications to Basic Neuroscience Research,2006,Neuron,,
"Holzapfel, M; Barnea-Goraly, N; Eckert, M.A; Kesler, S.R; Reiss, A.L.",Selective alterations of white matter associated with visuospatial and sensorimotor dysfunction in Turner syndrome,2006,Journal of Neuroscience,,
"Le Bihan, D; Poupon, C; Amadon, A; Lethimonnier, F.",Artifacts and pitfalls in diffusion MRI,2006,Journal of Magnetic Resonance Imaging,,
"Lowe, M.J; Horenstein, C; Hirsch, J.G; Marrie, R.A; Stone, L; Bhattacharyya, P.K; Gass, A; Phillips, M.D.",Functional pathway-defined MRI diffusion measures reveal increased transverse diffusivity of water in multiple sclerosis,2006,NeuroImage,,
"Å_aÅ_’çk, D; Nos’çl, V; Hor’çk, D; B’çrtkov’ç, A; ZeleÅ_’çk, K; Herzig, R; Buóçil, J; Å_koloud’_k, D; BuÅÈval, S; Cisarikov’ç, V; Vlachov’ç, I; K’_cher, M; Zapletalov’ç, J; Kuróça, E; KaÅ_vsk’_, P.",Impact of diffusion-weighted MRI-measured initial cerebral infarction volume on clinical outcome in acute stroke patients with middle cerebral artery occlusion treated by thrombolysis,2006,Neuroradiology,,
"Sebastiani, G; De Pasquale, F; Barone, P.",Quantifying human brain connectivity from diffusion tensor MRI,2006,Journal of Mathematical Imaging and Vision,,
"Chandra, P.S; Salamon, N; Huang, J; Wu, J.Y; Koh, S; Vinters, H.V; Mathern, G.W.",FDG-PET/MRI coregistration and diffusion-tensor imaging distinguish epileptogenic tubers and cortex in patients with tuberous sclerosis complex: A preliminary report,2006,Epilepsia,,
"Ashoor, M; Jahed, M; Chopp, M; Mireshghi, A.","Estimation of mean radius, length and density of microvasculature using diffusion and perfusion MRI",2006,Scientia Iranica,,
"Heidenreich, J.O; Klopstock, T; Schirmer, T; Saemann, P; Mueller-Felber, W; Auer, D.P.",Chronic progressive external ophthalmoplegia: MR spectroscopy and MR diffusion studies in the brain,2006,American Journal of Roentgenology,,
"’_zt’_rk, A; O‰_uz, K.K; Akalan, N; Geyik, P.O; Cila, A.",Evaluation of parenchymal changes at the operation site with early postoperative brain diffusion-weighted magnetic resonance imaging,2006,Diagnostic and Interventional Radiology,,
"Chappell, M.H; Ulu‰_, A.M; Zhang, L; Heitger, M.H; Jordan, B.D; Zimmerman, R.D; Watts, R.",Distribution of microstructural damage in the brains of professional boxers: A diffusion MRI study,2006,Journal of Magnetic Resonance Imaging,,
"Arndt, C; Graessner, J; Cramer, M.C; Petersen, K; Reitmeier, F; Weiss, F; Kaul, M.G; Jaehne, M; Adam, G; Habermann, C.R.",Functional imaging of submandibular glands: Diffusion-weighted echo-planar MRI before and after stimulation | Diffusionsgewichtete MRT zur funktionsdiagnostik der glandula submandibularis,2006,RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,,
"Takao, H; Doi, I; Watanabe, T.",Serial diffusion-weighted magnetic resonance imaging in methanol intoxication,2006,Journal of Computer Assisted Tomography,,
"Desai, M; Kennedy, D.N; Mangoubi, R; Shah, J; Karl, C; Worth, A; Makris, N; Pien, H.",Model-based variational smoothing and segmentation for diffusion tensor imaging in the brain,2006,Neuroinformatics,,
"Smith, J.S; Lin, H; Mayo, M.C; Bannerjee, A; Gupta, N; Perry, V; Cha, S.",Diffusion-weighted MR imaging abnormalities in pediatric patients with surgically-treated intracranial mass lesions,2006,Journal of Neuro-Oncology,,
"Di Costanzo, A; Trojsi, F; Giannatempo, G.M; Vuolo, L; Popolizio, T; Catapano, D; Bonavita, S; D'Angelo, V.A; Tedeschi, G; Scarabino, T.","Spectroscopic, diffusion and perfusion magnetic resonance imaging at 3.0 Tesla in the delineation of glioblastomas: Preliminary results",2006,Journal of Experimental and Clinical Cancer Research,,
"Watt-Smith, M.J; Kolaczkowski, S.T; Rigby, S.P; Chudek, J.A.",Prediction of gas sorption kinetics for porous media using MRI,2006,AIChE Journal,,
"Sullivan, E.V; Pfefferbaum, A.",Diffusion tensor imaging and aging,2006,Neuroscience and Biobehavioral Reviews,,
"Meder, R; de Visser, S.K; Bowden, J.C; Bostrom, T; Pope, J.M.",Diffusion tensor imaging of articular cartilage as a measure of tissue microstructure,2006,Osteoarthritis and Cartilage,,
"Wozniak, J.R; Lim, K.O.",Advances in white matter imaging: A review of in vivo magnetic resonance methodologies and their applicability to the study of development and aging,2006,Neuroscience and Biobehavioral Reviews,,
"Wu, M.-T; Tseng, W.-Y.I; Su, M.-Y.M; Liu, C.-P; Chiou, K.-R; Wedeen, V.J; Reese, T.G; Yang, C.-F.",Diffusion tensor magnetic resonance imaging mapping the fiber architecture remodeling in human myocardium after infarction: Correlation with viability and wall motion,2006,Circulation,,
"Bilello, M; Lao, Z; Krejza, J; Hillis, A.E; Herskovits, E.H.",Statistical atlas of acute stroke from magnetic resonance diffusion-weighted-images of the brain,2006,Neuroinformatics,,
