Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Nogues, X., Micheau, J., Jaffard, R.",Protein kinase C activity in the hippocampus following spatial learning tasks in mice,1994,Hippocampus,4,1,,71,77,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028243546&partnerID=40&md5=43a7c29ea473b6d233b94abd99d15fb5,Article,Scopus,2-s2.0-0028243546
"Rugg, M.D., Pearl, S., Walker, P., Roberts, R.C., Holdstock, J.S.","Word repetition effects on event-related potentials in healthy young and old subjects, and in patients with Alzheimer-type dementia",1994,Neuropsychologia,32,4,,381,398,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028352891&partnerID=40&md5=25308f9c1d4cca356e2245621f162359,Article,Scopus,2-s2.0-0028352891
"Quillfeldt, J.A., Schmitz, P.K., Walz, R., Bianchin, M., Zanatta, M.S., Medina, J.H., Izquierdo, I.","CNQX infused into entorhinal cortex blocsk memory expression, and AMPA reverses the effect",1994,"Pharmacology, Biochemistry and Behavior",48,2,,437,440,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028290611&partnerID=40&md5=f18aace6989a551db09111d334b1e209,Article,Scopus,2-s2.0-0028290611
"Kaplan, R.F., Meadows, M.-E., Verfaellie, M., Kwan, E., Ehrenberg, B.L., Bromfield, E.B., Cohen, R.A.",Lateralization of memory for the visual attributes of objects: Evidence from the posterior cerebral artery amobarbital test,1994,Neurology,44,6,,1069,1073,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028362219&partnerID=40&md5=49600be40f92929749b506953749b62e,Article,Scopus,2-s2.0-0028362219
"Mayes, A.R., Downes, J.J., McDonald, C., Poole, V., Rooke, S., Sagar, H.J., Meudell, P.R.",Two tests for assessing remote public knowledge: a tool for assessing retrograde amnesia.,1994,"Memory (Hove, England)",2,2,,183,210,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028458965&partnerID=40&md5=fda9e9641d2d248bacd285ccb901c968,Article,Scopus,2-s2.0-0028458965
"Hasselmo, M.E., Schnell, E.",Laminar selectivity of the cholinergic suppression of synaptic transmission in rat hippocampal region CA1: Computational modeling and brain slice physiology,1994,Journal of Neuroscience,14,6,,3898,3914,,234,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028302804&partnerID=40&md5=018c11a327f4a4dd96ca4d671cfb034f,Article,Scopus,2-s2.0-0028302804
"Young, A.W., Humphreys, G.W., Riddoch, M.J., Hellawell, D.J., de Haans, E.H.F.",Recognition impairments and face imagery,1994,Neuropsychologia,32,6,,693,702,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028229599&partnerID=40&md5=3228626229f4657d125fa1e1a8ef1026,Article,Scopus,2-s2.0-0028229599
"Maurice, T., Hiramatsu, M., Itoh, J., Kameyama, T., Hasegawa, T., Nabeshima, T.",Behavioral evidence for a modulating role of Ïƒ ligands in memory processes. I. Attenuation of dizocilpine (MK-801)-induced amnesia,1994,Brain Research,647,1,,44,56,,130,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028359006&partnerID=40&md5=2d96a6d394e04291a72a86db520b81f5,Article,Scopus,2-s2.0-0028359006
"Maurice, T., Hiramatsu, M., Kameyama, T., Hasegawa, T., Nabeshima, T.",Behavioral evidence for a modulating role of Ïƒ ligands in memory processes. II. Reversion of carbon monoxide-induced amnesia,1994,Brain Research,647,1,,57,64,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028306572&partnerID=40&md5=713a78fce5b8ec827ee8bd3a486d354f,Article,Scopus,2-s2.0-0028306572
"Sandi, C., Rose, S.P.R.",Corticosterone enhances long-term retention in one-day-old chicks trained in a weak passive avoidance learning paradigm,1994,Brain Research,647,1,,106,112,,163,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028338250&partnerID=40&md5=97e82a6f0c250a8f8f978a10a3d5a8a3,Article,Scopus,2-s2.0-0028338250
"Ochsner, K.N., Chiu, C.-Y.P., Schacter, D.L.",Varieties of priming,1994,Current Opinion in Neurobiology,4,2,,189,194,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028281761&partnerID=40&md5=5f1a8bdb60a99a4a158b23231c74ff8a,Review,Scopus,2-s2.0-0028281761
"Mishkin, M., Murray, E.A.",Stimulus recognition,1994,Current Opinion in Neurobiology,4,2,,200,206,,95,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028280436&partnerID=40&md5=def091deb4ca8527d4a980cc79aa3e7d,Review,Scopus,2-s2.0-0028280436
"Ragozzino, M.E., Arankowsky-Sandoval, G., Gold, P.E.",Glucose attenuates the effect of combined muscarinic-nicotinic receptor blockade on spontaneous alternation,1994,European Journal of Pharmacology,256,1,,31,36,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028216888&partnerID=40&md5=38d7fbfa8249b92279a5ab71e0f8b778,Article,Scopus,2-s2.0-0028216888
"Ruchkin, D.S., Grafman, J., Krauss, G.L., Johnson Jr., R., Canoune, H., Ritter, W.",Event-related brain potential evidence for a verbal working memory deficit in multiple sclerosis,1994,Brain,117,2,,289,305,,74,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028233194&partnerID=40&md5=7d22af0d7fb6329eeb96e9c116cf0b49,Article,Scopus,2-s2.0-0028233194
"Bachevalier, J., Mishkin, M.",Effects of selective neonatal temporal lobe lesions on visual recognition memory in rhesus monkeys,1994,Journal of Neuroscience,14,4,,2128,2139,,55,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028331447&partnerID=40&md5=df2f5a16481e2e1bc9cb956431717ae4,Article,Scopus,2-s2.0-0028331447
"Daum, I., Ackermann, H.",Dissociation of declarative and nondeclarative memory after bilateral thalamic lesions: a case report.,1994,International Journal of Neuroscience,75,4-Mar,,153,165,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028414435&partnerID=40&md5=1eb25d49b398adca9565d08c6f9d0671,Article,Scopus,2-s2.0-0028414435
"Marston, H.M., West, H.L., Wilkinson, L.S., Everitt, B.J., Robbins, T.W.",Effects of excitotoxic lesions of the septum and vertical limb nucleus of the diagonal band of Broca on conditional visual discrimination: Relationship between performance and choline acetyltransferase activity in the cingulate cortex,1994,Journal of Neuroscience,14,4,,2009,2019,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028348224&partnerID=40&md5=6cc5f650da727e3e8f22b424797231bc,Article,Scopus,2-s2.0-0028348224
"Welsh, K.A., Butters, N., Mohs, R.C., Beekly, D., Edland, S., Fillenbaum, G., Heyman, A.",The Consortium to Establish a Registry for Alzheimer's Disease (CERAD). Part V. A normative study of the neuropsychological battery,1994,Neurology,44,4,,609,614,,521,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028285127&partnerID=40&md5=46eaf94e789b5449cf822705d98976de,Article,Scopus,2-s2.0-0028285127
"Johnson, D.L., Kesner, R.P.",The effects of lesions of the entorhinal cortex and the horizontal nucleus of the diagonal band of broca upon performance of a spatial location recognition task,1994,Behavioural Brain Research,61,1,,1,8,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028258703&partnerID=40&md5=c87da496ab02a32d91afa578996de66a,Article,Scopus,2-s2.0-0028258703
"Keane, M.M., Gabrieli, J.D.E., Growdon, J.H., Corkin, S.",Priming in perceptual identification of pseudowords is normal in Alzheimer's disease,1994,Neuropsychologia,32,3,,343,356,,53,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028281184&partnerID=40&md5=399a190912a0ce072c43c018f53a6d41,Article,Scopus,2-s2.0-0028281184
"Nitta, A., Itoh, A., Hasegawa, T., Nabeshima, T.",Î_-Amyloid protein-induced Alzheimer's disease animal model,1994,Neuroscience Letters,170,1,,63,66,,195,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028177692&partnerID=40&md5=5b5df4bb4bd91ea4961fbd25c4de7145,Article,Scopus,2-s2.0-0028177692
"Schroger, E., Paavilainen, P., Naatanen, R.",Mismatch negativity to changes in a continuous tone with regularly varying frequencies,1994,Electroencephalography and Clinical Neurophysiology - Evoked Potentials,92,2,,140,147,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028221702&partnerID=40&md5=02d4cd6e3bb4669bb78aa3050753a443,Article,Scopus,2-s2.0-0028221702
"Bailey, C.H., Kandel, E.R.",Structural changes underlying long-term memory storage in Aplysia: A molecular perspective,1994,Seminars in the Neurosciences,6,1,,35,44,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028355192&partnerID=40&md5=7e2aa629ad2d4e39ca4ad2ab390ae200,Review,Scopus,2-s2.0-0028355192
"Gigg, J., Patterson, T.A., Rose, S.P.R.",Increases in neuronal bursting recorded from the chick lobus parolfactorius after training are both time-dependent and memory-specific,1994,European Journal of Neuroscience,6,3,,313,319,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028299798&partnerID=40&md5=8433ba46a4e036f620d52db73636a228,Article,Scopus,2-s2.0-0028299798
"O'Dowd, B.S., Gibbs, M.E., Ng, K.T., Hertz, E., Hertz, L.",Astrocytic glycogenolysis energizes memory processes in neonate chicks,1994,Developmental Brain Research,78,1,,137,141,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028216158&partnerID=40&md5=320edbc43305f471f48e1f4dee6fc4af,Article,Scopus,2-s2.0-0028216158
"Zhao, W., Sedman, G.L., Gibbs, M.E., Ng, K.T.",Effect of PKC inhibitors and activators on memory,1994,Behavioural Brain Research,60,2,,151,160,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028294444&partnerID=40&md5=c1571b027aca1175a83771968844ba30,Article,Scopus,2-s2.0-0028294444
"Galey, D., Destrade, C., Jaffard, R.",Relationships between septo-hippocampal cholinergic activation and the improvement of long-term retention produced by medial septal electrical stimulation in two inbred strains of mice,1994,Behavioural Brain Research,60,2,,183,189,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028330205&partnerID=40&md5=d2329f8dbe9196de25685b50038ac9ce,Article,Scopus,2-s2.0-0028330205
"Luine, V., Villegas, M., Martinez, C., McEwen, B.S.",Repeated stress causes reversible impairments of spatial memory performance,1994,Brain Research,639,1,,167,170,,469,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028078663&partnerID=40&md5=973020ee7f0c549eb3be210a114e7474,Article,Scopus,2-s2.0-0028078663
"Park, S.B., Coull, J.T., McShane, R.H., Young, A.H., Sahakian, B.J., Robbins, T.W., Cowen, P.J.",Tryptophan depletion in normal volunteers produces selective impairments in learning and memory,1994,Neuropharmacology,33,4-Mar,,575,588,,228,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028307457&partnerID=40&md5=ead4af5b7763b01166e6662ec471681f,Article,Scopus,2-s2.0-0028307457
"Graham, K.S., Hodges, J.R., Patterson, K.",The relationship between comprehension and oral reading in progressive fluent aphasia,1994,Neuropsychologia,32,3,,299,316,,92,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028266642&partnerID=40&md5=ca7231332d07897fa7a2c8eb782d8216,Article,Scopus,2-s2.0-0028266642
"Goldberg, T.E., Torrey, E.F., Berman, K.F., Weinberger, D.R.",Relations between neuropsychological performance and brain morphological and physiological measures in monozygotic twins discordant for schizophrenia,1994,Psychiatry Research: Neuroimaging,55,1,,51,61,,101,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028278952&partnerID=40&md5=d5eeb8441af1c13de715ea4dc6ec5ad8,Article,Scopus,2-s2.0-0028278952
"Tatemichi, T.K., Desmond, D.W., Stern, Y., Paik, M., Sano, M., Bagiella, E.","Cognitive impairment after stroke: Frequency, patterns, and relationship to functional abilities",1994,Journal of Neurology Neurosurgery and Psychiatry,57,2,,202,207,,343,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028011823&partnerID=40&md5=5151c71547102dc8518f5f6f9f3cd3be,Article,Scopus,2-s2.0-0028011823
"Seidman, L.J., Yurgelun-Todd, D., Kremen, W.S., Woods, B.T., Goldstein, J.M., Faraone, S.V., Tsuang, M.T.",Relationship of prefrontal and temporal lobe MRI measures to neuropsychological performance in chronic schizophrenia,1994,Biological Psychiatry,35,4,,235,246,,146,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028301664&partnerID=40&md5=7e18916cfda82874fe69eae4eae192b1,Article,Scopus,2-s2.0-0028301664
"Calabrese, P., Fink, G.R., Markowitsch, H.J., Kessler, J., Durwen, H.F., Liess, J., Haupts, M., Gehlen, W.","Left hemispheric neuronal heterotopia: A PET, MRI, EEG, and neuropsychological investigation of a university student",1994,Neurology,44,2,,302,305,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028264999&partnerID=40&md5=cc089128fa833bedaec3ecda0866d5ce,Article,Scopus,2-s2.0-0028264999
"Brugge, K.L., Nichols, S.L., Salmon, D.P., Hill, L.R., Delis, D.C., Aaron, L., Trauner, D.A.",Cognitive impairment in adults with Down's syndrome: Similarities to early cognitive changes in Alzheimer's disease,1994,Neurology,44,2,,232,238,,48,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028273064&partnerID=40&md5=239e9448e265d6b7bd8ef923461b751a,Article,Scopus,2-s2.0-0028273064
"Goldberg, T.E., Weinberger, D.R.","Schizophrenia, training paradigms, and the Wisconsin Card Sorting Test redux",1994,Schizophrenia Research,11,3,,291,296,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027976428&partnerID=40&md5=b4476c5a159b43dc289dc075b39f404b,Article,Scopus,2-s2.0-0027976428
"Kuiper, M.A., Visser, J.J., Bergmans, P.L.M., Scheltens, P., Wolters, E.C.","Decreased cerebrospinal fluid nitrate levels in Parkinson's disease, Alzheimer's disease and multiple system atrophy patients",1994,Journal of the Neurological Sciences,121,1,,46,49,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028153979&partnerID=40&md5=dba307931ba81009f3d0c5102f241f9c,Article,Scopus,2-s2.0-0028153979
"Hodges, J.R., Gurd, J.M.",Remote memory and lexical retrieval in a case of frontal Pick's disease,1994,Archives of Neurology,51,8,,821,827,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027930827&partnerID=40&md5=8c201ecc6599f4be7ce0475af28d2a92,Article,Scopus,2-s2.0-0027930827
"Loring, D.W., Meador, K.J., Lee, G.P., King, D.W., Gallagher, B.B., Murro, A.M., Smith, J.R.",Stimulus timing effects on Wada memory testing,1994,Archives of Neurology,51,8,,806,810,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028085675&partnerID=40&md5=ee2ac6c2384479025cf00b464a0f68e5,Article,Scopus,2-s2.0-0028085675
"Appollonio, I., Grafman, J., Clark, K., Nichelli, P., Zeffiro, T., Hallett, M.",Implicit and explicit memory in patients with Parkinson's disease with and without dementia,1994,Archives of Neurology,51,4,,359,367,,44,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028201777&partnerID=40&md5=7dccf067b2bcd2012c42b739ce221d00,Article,Scopus,2-s2.0-0028201777
"Hodges, J.R.",Semantic memory and frontal executive function during transient global amnesia,1994,Journal of Neurology Neurosurgery and Psychiatry,57,5,,605,608,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028302182&partnerID=40&md5=4c17d54c9f47b78906d4cda2b8dba3da,Article,Scopus,2-s2.0-0028302182
"Pillon, B., Deweer, B., Michon, A., Malapani, C., Agid, Y., Dubois, B.","Are explicit memory disorders of progressive supranuclear palsy related to damage to striatofrontal circuits? Comparison with Alzheimer's Parkinson's, and Huntington's diseases",1994,Neurology,44,7,,1264,1270,,92,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027998680&partnerID=40&md5=bef43ddcb15856908c7f31a845c4c252,Article,Scopus,2-s2.0-0027998680
"Carlesimo, G.A., Fadda, L., Lorusso, S., Caltagirone, C.",Verbal and spatial memory spans in Alzheimer's and multi-infarct dementia,1994,Acta Neurologica Scandinavica,89,2,,132,138,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028315947&partnerID=40&md5=6cb1f319fcb9e4ffa90c745660d7fb26,Article,Scopus,2-s2.0-0028315947
"O'Down, B.S., Gibbs, M.E., Sedman, G.L., Ng, K.T.",Astrocytes implicated in the energizing of intermediate memory processes in neonate chicks,1994,Cognitive Brain Research,2,2,,93,102,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027999139&partnerID=40&md5=1a12bbdcb841295e946aa6e9a9bc420b,Article,Scopus,2-s2.0-0027999139
"Zhao, W., Sedman, G., Gibbs, M., Ng, K.T.",Phosphorylation changes following weakly reinforced learning and ACTH- induced memory consolidation for a weak learning experience,1994,Brain Research Bulletin,36,2,,161,168,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028034839&partnerID=40&md5=bf6da50f67c4abdd59ca84f386a1d688,Article,Scopus,2-s2.0-0028034839
"Markowitsch, H.J., Calabrese, P., Wurker, M., Durwen, H.F., Kessler, J., Babinsky, R., Brechtelsbauer, D., Heuser, L., Gehlen, W.",The amygdala's contribution to memory. A study on two patients with Urbach-Wiethe disease,1994,NeuroReport,5,11,,1349,1352,,115,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028243160&partnerID=40&md5=01fa4b6d49902cfe30138f13e49db7b5,Article,Scopus,2-s2.0-0028243160
"Eacott, M.J., Gaffan, D., Murray, E.A.","Preserved recognition memory for small sets, and impaired stimulus identification for large sets, following rhinal cortex ablations in monkeys",1994,European Journal of Neuroscience,6,9,,1466,1478,,199,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027930899&partnerID=40&md5=f8bee1b075fc1dd850e8e43b0844d360,Article,Scopus,2-s2.0-0027930899
"Packard, M.G., McGaugh, J.L.",Quinpirole and d-amphetamine administration posttraining enhances memory on spatial and cued discriminations in a water maze,1994,Psychobiology,22,1,,54,60,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028214627&partnerID=40&md5=3233585b9390f52b03ab7716379b47c9,Article,Scopus,2-s2.0-0028214627
"Butters, N., Salmon, D., Heindel, W.C.",Specificity of the memory deficits associated with basal ganglia dysfunction,1994,Revue Neurologique,150,9-Aug,,580,587,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-0027985275&partnerID=40&md5=45c752f0d157f9f547ee6999ef606838,Review,Scopus,2-s2.0-0027985275
"Deweer, B., Ergis, A.M., Fossati, P., Pillon, B., Boller, F., Agid, Y., Dubois, B.","Explicit memory, procedural learning and lexical priming in Alzheimer's disease",1994,Cortex,30,1,,113,126,,100,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028203973&partnerID=40&md5=c0e8e4055f0219295b8397612d2df63b,Article,Scopus,2-s2.0-0028203973
"Gur, R.E., Jaggi, J.L., Shtasel, D.L., Daniel Ragland, J., Gur, R.C.",Cerebral blood flow in schizophrenia: Effects of memory processing on regional activation,1994,Biological Psychiatry,35,1,,3,15,,56,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028009290&partnerID=40&md5=63bc4b638936afb1a1afc4ff062a63af,Article,Scopus,2-s2.0-0028009290
"Peavy, G., Jacobs, D., Salmon, D.P., Butters, N., Delis, D.C., Taylor, M., Massman, P., Stout, J.C., Heindel, W.C., Kirson, D., Atkinson, J.H., Chandler, J.L., Grant, I., Velin, R.A., Oldfield III, E.C., Wallace, M.R., Malone, J., McCutchan, J.A., Spector, S.A.",Verbal memory performance of patients with human immunodeficiency virus infection: Evidence of subcortical dysfunction,1994,Journal of Clinical and Experimental Neuropsychology,16,4,,508,523,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028343107&partnerID=40&md5=9126ea79cf99b2a3c84e2964eedfa298,Article,Scopus,2-s2.0-0028343107
